,label,source
856,0,sqrt0 = sqrtApproxWithDoubles ( x . shiftRight ( shift ) ) . shiftLeft ( shift >> 1 ) ; 
857,1,sqrt1 = sqrt0 . add ( x . divide ( sqrt0 ) ) . shiftRight ( 3 ) ; 
858,0,SQRT2_PRECOMPUTED_BITS . shiftRight ( SQRT2_PRECOMPUTE_THRESHOLD - logFloor ) ; 
859,0,static BigInteger listProduct ( List < BigInteger > nums ) { 
860,0,"static BigInteger listProduct ( List < BigInteger > nums , int start , int end ) { "
861,0,static boolean fitsInLong ( BigInteger x ) { 
862,0,"static boolean test ( long base , long n ) { "
863,0,"static double calculateNewMeanNonFinite ( double previousMean , double value ) { "
864,0,static final BigIntegerToDoubleRounder INSTANCE = new BigIntegerToDoubleRounder ( ) ; 
865,0,static final byte [ ] maxLog10ForLeadingZeros = { 
866,1,"static final byte [ ] maxLog10ForLeadingZeros = { 9 , 9 , 9 , 8 , 8 , 8 , 7 , 7 , 7 , 6 , 6 , 6 , 6 , 5 , 5 , 5 , 4 , 4 , 4 , 3 , 3 , 3 , 3 , 2 , 2 , 2 , 1 , 1 , 1 , 0 , 0 , 0 , 0 } ; "
867,1,static final int BYTES = ( Long . SIZE + Double . SIZE * 4 ) / Byte . SIZE ; 
868,1,"static final int [ ] halfPowersOf10 = { 3 , 31 , 316 , 3162 , 31622 , 316227 , 3162277 , 31622776 , 316227766 , Integer . MAX_VALUE } ; "
869,1,"static final int [ ] powersOf10 = { 1 , 10 , 100 , 1000 , 10000 , 100000 , 1000000 , 10000000 , 100000000 , 1000000000 } ; "
870,0,static final MockitoCore MOCKITO_CORE = new MockitoCore ( ) ; 
871,0,"static int lessThanBranchFree ( int x , int y ) { "
872,0,static int log10Floor ( long x ) { 
873,0,static int [ ] biggestBinomials = { 
874,1,"static int [ ] biggestBinomials = { Integer . MAX_VALUE , 65536 , 2345 , 477 , 193 , 110 , 75 , 58 , 49 , 43 , 39 , 37 , 35 , 34 , 34 , 33 } ; "
875,0,"static long checkNonNegative ( String role , long x ) { "
876,0,"static long multiplyFraction ( long x , long numerator , long denominator ) { "
877,0,static Stats readFrom ( ByteBuffer buffer ) { 
878,0,"static void checkInRangeForRoundingInputs ( boolean condition , double input , RoundingMode mode ) { "
879,0,"static void checkNoOverflow ( boolean condition , String methodName , long a , long b ) { "
880,0,static void checkRoundingUnnecessary ( boolean condition ) { 
881,0,Stats other = ( Stats ) obj ; 
882,0,Stats yStats = Stats . readFrom ( buffer ) ; 
883,0,"Stats ( long count , double mean , double sumOfSquaresOfDeltas , double min , double max ) { "
884,0,"StatsAccumulator : : snapshot , "
885,0,"String firstChar = rSyntaxTextArea . getText ( lineStartPosition , lineLength - lineStartPosition ) ; "
886,0,String initFileDir = ( String ) ApplicationSettings . Setting . USER_LASTFILE . getValue ( ) ; 
887,0,String ln = My Line ; String double = ln + ln ; 
888,1,String reason ( ) default Create a real instance instead. ; 
889,0,String version = p . getProperty ( version ) ; 
890,0,StringBuilder commentedCodeBuilder = new StringBuilder ( ) ; 
891,0,sumOfProductsOfDeltas += ( x - xStats . mean ( ) ) * ( y - yStats . mean ( ) ) ; 
892,0,sumOfSquaresOfDeltas += delta * ( value - mean ) ; 
893,0,sumOfSquaresOfDeltas += otherSumOfSquaresOfDeltas + delta * ( otherMean - mean ) * otherCount ; 
894,0,sumOfSquaresOfDeltas = otherSumOfSquaresOfDeltas ; 
895,0,"swap ( array , partitionPoint , i ) ; "
896,0,switch ( ( int ) b ) { 
897,0,switch ( end - start ) { 
898,0,switch ( mode ) { 
899,1,System . err . println ( Thread[ + Thread . currentThread ( ) . getId ( ) + ]: error! ) ; 
900,0,System . err . println ( failures . size ( ) ) ; 
901,1,System . out . println ( Finished in  + numberOfThreads +  ( + failed . size ( ) +  failed) ) ; 
902,1,System . out . println ( Please don't pass any values here ) ; 
903,0,T should ( ) ; 
904,1,this ( 1 ) ; 
905,1,this . interval = interval + 300 ; 
906,1,this . interval = val + getInterval ( 500 ) ; 
907,0,this . yStats = yStats ; 
908,0,"Thread refresher = new Thread ( new PeriodicTasksService ( jScrollPane1 , jLabel2 , etc , pdfDisplay ) ) ; "
909,1,thread . add (  threads in  ) ; 
910,1,Thread . sleep ( this . interval * 1000 * 60 ) ; 
911,1,Thread . sleep ( x * 10 ) ; 
912,1,Thread [ ] listeners = new Thread [ 13 ] ; 
913,0,threads . add ( new AllTestsRunner ( ) ) ; 
914,1,throw new ArithmeticException ( / by zero ) ;  for GW 
915,1,throw new ArithmeticException ( ceilingPowerOfTwo( + x + ) is not representable as a long ) ; 
916,1,throw new ArithmeticException ( ceilingPowerOfTwo( + x + ) not representable as an int ) ; 
917,1,"throw new ArithmeticException ( mode was UNNECESSARY, but rounding was necessary ) ; "
918,1,throw new ArithmeticException ( Modulus  + m +  must be > 0 ) ; 
919,1,throw new ArithmeticException ( Modulus must be positive ) ; 
920,1,"throw new ArithmeticException ( overflow:  + methodName + ( + a + ,  + b + ) ) ; "
921,1,"throw new ArithmeticException ( overflow:  + methodName + ( + a + ,  + b + ) ) ; "
922,0,throw new ArithmeticException ( ) 
923,1,throw new ArithmeticException ( x +  cannot be represented precisely as a double ) ; 
924,0,throw new AssertionError ( impossible ) ; 
925,1,throw new AssertionError ( not possible ) ; 
926,1,throw new AssertionError ( still possible ) ; 
927,0,throw new IllegalArgumentException ( 
928,1,throw new IllegalArgumentException ( role +  ( + x + ) must be > 0 ) ; 
929,1,throw new IllegalArgumentException ( role +  ( + x + ) must be > 0 ) ; 
930,1,throw new IllegalArgumentException ( role +  ( + x + ) must be > 0 ) ; 
931,1,throw new IllegalArgumentException ( role +  ( + x + ) must be >= 0 ) ; 
932,1,throw new IllegalArgumentException ( role +  ( + x + ) must be >= 0 ) ; 
933,1,throw new IllegalArgumentException ( role +  ( + x + ) must be >= 0 ) ; 
934,1,throw new IllegalArgumentException ( role +  ( + x + ) must be >= 0 ) ; 
935,1,throw new MockitoException ( testClass cannot be null. See examples in javadoc for MockitoAnnotations class ) ; 
936,0,throw new MockitoException ( ) ; 
937,0,throw new RuntimeException ( e ) ; 
938,1,time = +  seconds. ( ; 
939,1,to = partitionPoint - 1000 ; 
940,0,"topComponent . openAction ( name = #CTL_EditorAction , id = EditorTopComponent ) ; "
941,0,try ( FileInputStream inputStream = new FileInputStream ( file ) ) { 
942,0,try { 
943,0,try { 
944,1,URL [ ] urls = new URL [ 3 ] ; 
945,1,urls [ 0 ] = getClass ( ) . getResource ( /openlatexstudio/tex.cwl ) ; 
946,1,urls [ 1 ] = getClass ( ) . getResource ( /openlatexstudio/latex-document.cwl ) ; 
947,1,urls [ 2 ] = getClass ( ) . getResource ( /openlatexstudio/latex-mathsymbols.cwl ) ; 
948,0,values . sumOfProductsOfDeltas ( ) 
949,0,"verify ( mock , atLeastOnce ( ) ) . simpleMethod ( ) ; "
950,1,"verify ( mock , times ( ) ) . simpleMethod ( my foo method ) ; "
951,0,"verify ( mock , times ( listeners . length ) ) . simpleMethod ( foo ) ; "
952,0,verifyNoMoreInteractions ( mock ) ; 
953,0,void shouldHaveNoMoreInteractions ( ) ; 
954,0,void writeProperties ( java . util . Properties p ) { 
955,0,void writeTo ( ByteBuffer buffer ) { 
956,1,"vp . setView ( pdfImagePanel , 5 ) ; "
957,1,vp . setViewPosition ( 75 ) ; 
958,0,wait = 100 ; refreshDisplayPane ( wait ) ; 
959,0,welcomeMessage = Welcome Message ; setEditorContent ( welcomeMessage ) ; 
960,0,while ( ! pdfLatexExe . exists ( ) && reply == JOptionPane . NO_OPTION ) { 
961,0,while ( ( line = br . readLine ( ) ) != null ) { 
962,0,"while ( a != b ) {  both a, b are od "
963,0,while ( a != n - 1 ) { 
964,1,while ( a != n - 9 ) { 
965,1,while ( high > low + 8 ) { 
966,1,while ( nextCmp <= 50 ) { 
967,0,while ( requiredAbove <= requiredTo && allRequired [ requiredAbove ] == required ) { 
968,0,while ( to > from ) { 
969,0,while ( true ) { 
970,0,while ( values . hasNext ( ) ) { 
971,0,while ( this . interval > 0 && Cloud . getInstance ( ) . getStatus ( ) == Cloud . Status . DBX_CONNECTED ) { 
972,0,withSettings ( ) . spiedInstance ( object ) . defaultAnswer ( CALLS_REAL_METHODS ) ) ; 
973,0,writeTo ( buff ) ; 
974,0,x /= commonDivisor ; 
975,0,"X deltaToFloor = minus ( x , roundFloor ) ; "
976,0,"X roundArbitrarilyAsX = toX ( roundArbitrarily , RoundingMode . UNNECESSARY ) ; "
977,0,X roundFloor ; 
978,0,yStats . addAll ( values . yStats ( ) ) ; 
979,0,yStats . writeTo ( buffer ) ; 
980,1,zoom += 200 ; 
981,0,zoom = MAX_ZOOM ; 
982,0,zoom = MIN_ZOOM * 2 ; 
