,label,source
527,1,PRIVATE STATIC FINAL DOUBLE Identifier ASSIGN Identifier DOT Identifier LPAREN IntLiteral RPAREN SEMI 
528,1,PRIVATE STATIC FINAL INT Identifier ASSIGN Identifier DOT Identifier MUL IntLiteral ADD DOUBLE DOT Identifier DIV BYTE DOT Identifier SEMI 
529,0,PRIVATE STATIC FINAL INT Identifier ASSIGN IntLiteral SEMI 
530,1,PRIVATE STATIC FINAL INT Identifier ASSIGN Identifier LPAREN IntLiteral COMMA Identifier RPAREN SEMI 
531,1,PRIVATE STATIC FINAL INT LBRACK RBRACK Identifier ASSIGN LBRACE IntLiteral COMMA IntLiteral COMMA IntLiteral MUL IntLiteral COMMA IntLiteral MUL IntLiteral MUL IntLiteral COMMA IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral COMMA IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral COMMA IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral COMMA IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral COMMA IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral MUL IntLiteral RBRACE SEMI 
532,0,PRIVATE STATIC FINAL LONG Identifier ASSIGN IntLiteral SEMI 
533,0,PRIVATE STATIC FINAL LONG Identifier ASSIGN Identifier ADD IntLiteral SEMI 
534,0,PRIVATE STATIC FINAL LONG LBRACK RBRACK LBRACK RBRACK Identifier ASSIGN LBRACE 
535,0,PRIVATE STATIC INT Identifier LPAREN DOUBLE LBRACK RBRACK Identifier COMMA INT Identifier COMMA INT Identifier RPAREN LBRACE 
536,0,PRIVATE STATIC INT Identifier LPAREN INT Identifier RPAREN LBRACE 
537,0,PRIVATE STATIC VOID Identifier LPAREN Identifier LT QUESTION GT Identifier RPAREN LBRACE 
538,0,PRIVATE STATIC VOID Identifier LPAREN 
539,0,PRIVATE STATIC VOID Identifier LPAREN INT Identifier COMMA DOUBLE LBRACK RBRACK Identifier COMMA INT Identifier COMMA INT Identifier RPAREN LBRACE 
540,0,PRIVATE VOID Identifier LPAREN Identifier DOT Identifier DOT Identifier DOT Identifier Identifier RPAREN LBRACE SingleComment 
541,0,Identifier RSHIFT_ASSIGN Identifier SEMI 
542,0,Identifier ASSIGN IntLiteral SEMI 
543,1,Identifier ASSIGN Identifier DOT Identifier LPAREN Identifier COMMA Identifier RPAREN ADD IntLiteral SEMI 
544,0,Identifier DOT Identifier LPAREN NEW Identifier LPAREN Identifier COMMA Identifier DOT Identifier LPAREN IntLiteral RPAREN RPAREN RPAREN SEMI 
545,0,Identifier DOT Identifier LPAREN TRUE COMMA StringLiteral RPAREN SEMI 
546,0,PUBLIC Identifier LT Identifier GT Identifier LPAREN RPAREN LBRACE 
547,0,PUBLIC Identifier LT Identifier GT Identifier LPAREN Identifier Identifier COMMA Identifier ELLIPSIS Identifier RPAREN LBRACE 
548,0,PUBLIC Identifier LPAREN Identifier LT Identifier GT Identifier RPAREN LBRACE 
549,0,PUBLIC Identifier Identifier LPAREN Identifier Identifier COMMA Identifier ELLIPSIS Identifier RPAREN LBRACE 
550,0,PUBLIC BOOLEAN Identifier LPAREN AT Identifier Identifier Identifier RPAREN LBRACE 
551,0,PUBLIC BYTE LBRACK RBRACK Identifier LPAREN RPAREN LBRACE 
552,0,PUBLIC DOUBLE Identifier LPAREN Identifier LT QUESTION EXTENDS Identifier GT Identifier RPAREN LBRACE 
553,0,PUBLIC DOUBLE Identifier LPAREN INT ELLIPSIS Identifier RPAREN LBRACE 
554,0,PUBLIC DOUBLE Identifier LPAREN DOUBLE ELLIPSIS Identifier RPAREN LBRACE 
555,0,PUBLIC FINAL CLASS Identifier IMPLEMENTS Identifier LBRACE 
556,0,PUBLIC FINAL CLASS Identifier LBRACE 
557,0,PUBLIC FINAL Identifier Identifier LPAREN RPAREN LBRACE 
558,0,PUBLIC INT Identifier LPAREN RPAREN LBRACE 
559,0,PUBLIC LONG Identifier LPAREN RPAREN LBRACE RBRACE 
560,0,PUBLIC Identifier LT Identifier COMMA DOUBLE GT Identifier LPAREN Identifier LT QUESTION EXTENDS Identifier GT Identifier RPAREN LBRACE 
561,0,PUBLIC Identifier LT Identifier COMMA DOUBLE GT Identifier LPAREN LONG ELLIPSIS Identifier RPAREN LBRACE 
562,0,PUBLIC Identifier LT Identifier COMMA DOUBLE GT Identifier LPAREN DOUBLE ELLIPSIS Identifier RPAREN LBRACE 
563,0,PUBLIC Identifier LPAREN RPAREN LBRACE 
564,0,PUBLIC Identifier Identifier LPAREN INT Identifier RPAREN LBRACE 
565,0,PUBLIC Identifier Identifier LPAREN Identifier LT Identifier GT Identifier RPAREN LBRACE 
566,0,PUBLIC Identifier Identifier LPAREN INT ELLIPSIS Identifier RPAREN LBRACE 
567,0,PUBLIC Identifier LT CLASS LT QUESTION RSHIFT Identifier LPAREN RPAREN LBRACE 
568,0,PUBLIC STATIC LT Identifier COMMA Identifier GT Identifier LT Identifier COMMA Identifier GT Identifier LPAREN RPAREN LBRACE 
569,0,PUBLIC STATIC LT Identifier GT Identifier LT Identifier GT Identifier LPAREN 
570,0,PUBLIC STATIC LT Identifier GT Identifier LT Identifier GT Identifier LPAREN CLASS LT Identifier GT Identifier RPAREN LBRACE 
571,0,PUBLIC STATIC LT Identifier GT Identifier LT Identifier GT Identifier LPAREN CLASS LT Identifier GT Identifier COMMA Identifier Identifier RPAREN LBRACE 
572,1,PUBLIC STATIC LT Identifier GT Identifier Identifier LPAREN AT Identifier LPAREN StringLiteral RPAREN Identifier Identifier COMMA Identifier ELLIPSIS Identifier RPAREN LBRACE 
573,0,PUBLIC STATIC LT Identifier GT Identifier Identifier LPAREN Identifier Identifier COMMA Identifier ELLIPSIS Identifier RPAREN LBRACE 
574,0,PUBLIC STATIC LT Identifier GT Identifier Identifier LPAREN Identifier Identifier RPAREN LBRACE 
575,0,PUBLIC STATIC LT Identifier GT VOID Identifier LPAREN Identifier ELLIPSIS Identifier RPAREN LBRACE 
576,0,PUBLIC STATIC Identifier Identifier LPAREN INT Identifier COMMA INT Identifier RPAREN LBRACE 
577,0,PUBLIC STATIC Identifier Identifier LPAREN Identifier Identifier COMMA Identifier Identifier COMMA Identifier Identifier RPAREN LBRACE 
578,0,PUBLIC STATIC BOOLEAN Identifier LPAREN Identifier Identifier RPAREN LBRACE 
579,0,PUBLIC STATIC Identifier LT Identifier COMMA Identifier COMMA Identifier GT Identifier LPAREN RPAREN LBRACE 
580,0,PUBLIC STATIC DOUBLE Identifier LPAREN DOUBLE ELLIPSIS Identifier RPAREN LBRACE 
581,0,PUBLIC STATIC DOUBLE Identifier LPAREN Identifier Identifier COMMA Identifier Identifier RPAREN LBRACE 
582,0,PUBLIC STATIC FINAL CLASS Identifier LBRACE 
583,0,PUBLIC STATIC Identifier Identifier LPAREN Identifier ELLIPSIS Identifier RPAREN LBRACE 
584,0,PUBLIC STATIC INT Identifier LPAREN INT Identifier RPAREN LBRACE 
585,0,PUBLIC STATIC INT Identifier LPAREN Identifier Identifier COMMA Identifier Identifier RPAREN LBRACE 
586,0,PUBLIC STATIC INT Identifier LPAREN LONG Identifier COMMA INT Identifier RPAREN LBRACE 
587,0,PUBLIC STATIC INT Identifier LPAREN INT Identifier COMMA Identifier Identifier RPAREN LBRACE 
588,0,PUBLIC STATIC LONG Identifier LPAREN LONG Identifier COMMA LONG Identifier COMMA Identifier Identifier RPAREN LBRACE 
589,0,PUBLIC STATIC LONG Identifier LPAREN LONG Identifier COMMA INT Identifier RPAREN LBRACE 
590,0,PUBLIC STATIC LONG Identifier LPAREN LONG Identifier COMMA LONG Identifier RPAREN LBRACE 
591,0,PUBLIC STATIC Identifier Identifier LPAREN Identifier Identifier RPAREN LBRACE 
592,0,PUBLIC STATIC Identifier Identifier LPAREN INT Identifier RPAREN LBRACE 
593,0,PUBLIC STATIC Identifier Identifier LPAREN RPAREN LBRACE 
594,0,PUBLIC STATIC Identifier LT CLASS LT QUESTION RSHIFT Identifier LPAREN INT Identifier RPAREN THROWS Identifier LBRACE 
595,0,PUBLIC STATIC Identifier Identifier LPAREN BYTE LBRACK RBRACK Identifier RPAREN LBRACE 
596,0,PUBLIC STATIC Identifier Identifier LPAREN Identifier LT QUESTION EXTENDS Identifier GT Identifier RPAREN LBRACE 
597,0,PUBLIC STATIC Identifier Identifier LPAREN LONG ELLIPSIS Identifier RPAREN LBRACE 
598,0,PUBLIC STATIC Identifier Identifier LPAREN Identifier Identifier RPAREN LBRACE 
599,0,PUBLIC STATIC Identifier Identifier LPAREN Identifier Identifier COMMA Identifier ELLIPSIS Identifier RPAREN LBRACE 
600,0,PUBLIC STATIC Identifier Identifier LPAREN CLASS LT QUESTION EXTENDS Identifier GT Identifier RPAREN LBRACE 
601,0,PUBLIC Identifier Identifier LPAREN RPAREN LBRACE 
602,0,PUBLIC Identifier Identifier LPAREN RPAREN LBRACE 
603,0,PUBLIC VOID Identifier LPAREN Identifier DOT Identifier DOT Identifier DOT Identifier Identifier RPAREN LBRACE 
604,0,PUBLIC VOID Identifier LPAREN DOUBLE ELLIPSIS Identifier RPAREN LBRACE 
605,0,PUBLIC VOID Identifier LPAREN Identifier LT QUESTION EXTENDS Identifier GT Identifier RPAREN LBRACE 
606,0,PUBLIC VOID Identifier LPAREN LONG ELLIPSIS Identifier RPAREN LBRACE 
607,0,PUBLIC VOID Identifier LPAREN Identifier Identifier RPAREN LBRACE 
608,0,PUBLIC VOID Identifier LPAREN Identifier Identifier RPAREN LBRACE 
609,0,Identifier ASSIGN Identifier MUL Identifier MUL SUB IntLiteral SEMI 
610,0,Identifier SUB_ASSIGN Identifier SEMI 
611,1,Identifier LPAREN NEW INSTANCEOF LPAREN BOOLEAN DOT CLASS COMMA StringLiteral RPAREN RPAREN SEMI 
612,1,Identifier LPAREN NEW INSTANCEOF LPAREN BYTE DOT CLASS COMMA StringLiteral RPAREN RPAREN SEMI 
613,1,Identifier LPAREN NEW INSTANCEOF LPAREN Identifier DOT CLASS COMMA StringLiteral RPAREN RPAREN SEMI 
614,1,Identifier LPAREN NEW INSTANCEOF LPAREN Identifier DOT CLASS COMMA StringLiteral RPAREN RPAREN SEMI 
615,1,Identifier LPAREN NEW INSTANCEOF LPAREN DOUBLE DOT CLASS COMMA StringLiteral RPAREN RPAREN SEMI 
616,1,Identifier LPAREN NEW INSTANCEOF LPAREN FLOAT DOT CLASS COMMA StringLiteral RPAREN RPAREN SEMI 
617,1,Identifier LPAREN NEW INSTANCEOF LPAREN Identifier DOT CLASS COMMA StringLiteral RPAREN RPAREN SEMI 
618,1,Identifier LPAREN NEW INSTANCEOF LPAREN Identifier DOT CLASS COMMA StringLiteral RPAREN RPAREN SEMI 
619,1,Identifier LPAREN NEW INSTANCEOF LPAREN Identifier DOT CLASS COMMA StringLiteral RPAREN RPAREN SEMI 
620,1,Identifier LPAREN NEW INSTANCEOF LPAREN Identifier COMMA StringLiteral ADD Identifier DOT Identifier LPAREN RPAREN ADD StringLiteral RPAREN RPAREN SEMI 
621,0,Identifier LPAREN NEW Identifier LPAREN Identifier COMMA Identifier RPAREN RPAREN SEMI 
622,0,Identifier LPAREN Identifier DOT Identifier RPAREN SEMI 
623,0,Identifier INC SEMI SingleComment 
624,1,Identifier COMMA IntLiteral COMMA Identifier SUB IntLiteral COMMA Identifier COMMA IntLiteral COMMA Identifier DOT Identifier SUB IntLiteral RPAREN SEMI 
625,1,Identifier LBRACK Identifier RBRACK ASSIGN Identifier ADD IntLiteral SEMI 
626,0,Identifier LBRACK Identifier RBRACK ASSIGN Identifier SEMI 
627,0,Identifier MUL_ASSIGN Identifier SUB Identifier SEMI 
628,0,Identifier MUL_ASSIGN Identifier SEMI 
629,0,Identifier DIV_ASSIGN Identifier ADD IntLiteral SEMI 
630,1,Identifier DIV_ASSIGN Identifier ADD IntLiteral SEMI 
631,0,Identifier ADD_ASSIGN Identifier MUL Identifier SEMI SingleComment 
632,0,Identifier ADD_ASSIGN Identifier SEMI SingleComment 
633,0,Identifier ASSIGN Identifier LPAREN Identifier COMMA Identifier RPAREN SEMI SingleComment 
634,0,Identifier ASSIGN Identifier DOT Identifier LPAREN Identifier COMMA Identifier RPAREN SEMI 
635,0,Identifier DOT Identifier LPAREN Identifier LBRACK Identifier RBRACK COMMA Identifier LBRACK Identifier RBRACK RPAREN SEMI 
636,0,RETURN StringLiteral SEMI 
637,1,RETURN StringLiteral SEMI 
638,1,RETURN StringLiteral SEMI 
639,1,RETURN LPAREN LPAREN DOUBLE DOT Identifier LPAREN Identifier RPAREN BITAND IntLiteral Identifier RPAREN EQUAL IntLiteral RPAREN 
640,1,RETURN LPAREN LPAREN Identifier DOT Identifier LPAREN Identifier RPAREN BITAND IntLiteral Identifier RPAREN EQUAL IntLiteral RPAREN 
641,0,RETURN LPAREN LPAREN Identifier BITAND IntLiteral RPAREN EQUAL IntLiteral RPAREN QUESTION LPAREN IntLiteral LSHIFT Identifier RPAREN COLON SUB LPAREN IntLiteral LSHIFT Identifier RPAREN SEMI 
642,1,RETURN LPAREN LPAREN Identifier BITAND IntLiteral RPAREN EQUAL IntLiteral RPAREN QUESTION LPAREN IntLiteral Identifier LSHIFT Identifier RPAREN COLON LPAREN SUB IntLiteral Identifier LSHIFT Identifier RPAREN SEMI 
643,1,RETURN LPAREN LPAREN Identifier BITAND IntLiteral RPAREN EQUAL IntLiteral RPAREN QUESTION LPAREN IntLiteral Identifier LSHIFT Identifier RPAREN COLON LPAREN SUB IntLiteral Identifier LSHIFT Identifier RPAREN SEMI 
644,0,RETURN LPAREN LPAREN Identifier BITAND IntLiteral RPAREN EQUAL IntLiteral RPAREN QUESTION IntLiteral COLON SUB IntLiteral SEMI 
645,1,RETURN LPAREN LPAREN Identifier BITAND IntLiteral RPAREN EQUAL IntLiteral RPAREN QUESTION IntLiteral COLON IntLiteral SEMI 
646,1,RETURN LPAREN LPAREN Identifier BITAND IntLiteral RPAREN EQUAL IntLiteral RPAREN QUESTION IntLiteral COLON SUB IntLiteral SEMI 
647,1,RETURN LPAREN LPAREN Identifier BITAND IntLiteral RPAREN EQUAL IntLiteral RPAREN QUESTION IntLiteral COLON SUB IntLiteral SEMI 
648,1,RETURN LPAREN LPAREN Identifier BITAND IntLiteral RPAREN EQUAL IntLiteral RPAREN QUESTION IntLiteral Identifier LSHIFT Identifier COLON SUB LPAREN IntLiteral Identifier LSHIFT Identifier RPAREN SEMI 
649,1,RETURN LPAREN LPAREN Identifier BITAND IntLiteral RPAREN EQUAL IntLiteral RPAREN QUESTION IntLiteral COLON SUB IntLiteral SEMI 
650,1,RETURN LPAREN LPAREN Identifier RSHIFT LPAREN LPAREN INT RPAREN Identifier SUB IntLiteral RPAREN RPAREN BITAND IntLiteral RPAREN NOTEQUAL IntLiteral SEMI 
651,0,RETURN LPAREN LPAREN Identifier LE Identifier RPAREN QUESTION Identifier COLON Identifier RPAREN DOT Identifier LPAREN Identifier COMMA Identifier RPAREN SEMI 
652,0,RETURN LPAREN Identifier GE Identifier SUB Identifier RPAREN QUESTION LPAREN Identifier ADD Identifier SUB Identifier RPAREN COLON LPAREN Identifier ADD Identifier RPAREN SEMI 
653,1,RETURN LPAREN CLASS LT Identifier GT RPAREN Identifier DOT Identifier LPAREN RPAREN DOT Identifier LPAREN IntLiteral RPAREN SEMI 
654,0,RETURN LPAREN Identifier LE IntLiteral RPAREN QUESTION Identifier COLON Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
655,1,RETURN LPAREN Identifier LE IntLiteral RPAREN QUESTION Identifier COLON Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
656,1,RETURN LPAREN Identifier LE IntLiteral RPAREN QUESTION Identifier COLON Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
657,1,RETURN LPAREN Identifier LE IntLiteral RPAREN QUESTION Identifier COLON Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
658,1,RETURN LPAREN Identifier LE IntLiteral RPAREN QUESTION Identifier COLON Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
659,1,RETURN LPAREN Identifier LE IntLiteral RPAREN QUESTION Identifier COLON Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
660,0,RETURN LPAREN Identifier GE IntLiteral RPAREN 
661,1,RETURN LPAREN Identifier GE IntLiteral RPAREN 
662,1,RETURN LPAREN Identifier GE IntLiteral RPAREN 
663,1,RETURN LPAREN Identifier GE IntLiteral RPAREN 
664,1,RETURN LPAREN Identifier GE IntLiteral RPAREN 
665,1,RETURN LPAREN Identifier GE IntLiteral RPAREN 
666,1,RETURN LPAREN Identifier DOT Identifier LPAREN Identifier RPAREN GE SUB IntLiteral RPAREN QUESTION Identifier COLON Identifier DOT Identifier LPAREN Identifier DOT Identifier RPAREN SEMI 
667,0,RETURN LPAREN INT RPAREN LPAREN TILDE TILDE LPAREN Identifier SUB Identifier RPAREN USHIFT LPAREN LONG DOT Identifier SUB IntLiteral RPAREN RPAREN SEMI 
668,0,RETURN LPAREN INT RPAREN Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
669,0,RETURN LPAREN INT RPAREN Identifier LPAREN Identifier COMMA LPAREN LONG RPAREN Identifier RPAREN SEMI 
670,0,RETURN LPAREN INT RPAREN Identifier SEMI 
671,0,RETURN LPAREN INT RPAREN Identifier EQUAL Identifier SEMI 
672,1,RETURN LPAREN Identifier DOT Identifier SUB IntLiteral RPAREN SUB Identifier DOT Identifier LPAREN Identifier RPAREN SEMI 
673,0,RETURN LPAREN Identifier LT Identifier DOT Identifier RPAREN QUESTION LPAREN IntLiteral LSHIFT Identifier RPAREN COLON IntLiteral SEMI 
674,1,RETURN LPAREN Identifier LT LONG DOT Identifier RPAREN QUESTION IntLiteral Identifier LSHIFT Identifier COLON IntLiteral SEMI 
675,0,RETURN LPAREN Identifier EQUAL IntLiteral RPAREN QUESTION IntLiteral COLON IntLiteral SEMI 
676,1,RETURN LPAREN Identifier EQUAL IntLiteral RPAREN QUESTION IntLiteral COLON IntLiteral SEMI 
677,1,RETURN LPAREN Identifier EQUAL IntLiteral RPAREN QUESTION IntLiteral COLON IntLiteral SEMI 
678,1,RETURN LPAREN Identifier EQUAL IntLiteral RPAREN QUESTION IntLiteral COLON IntLiteral SEMI 
679,1,RETURN LPAREN Identifier EQUAL IntLiteral RPAREN QUESTION IntLiteral COLON IntLiteral SEMI 
680,1,RETURN LPAREN Identifier EQUAL IntLiteral RPAREN QUESTION IntLiteral COLON IntLiteral SEMI 
681,1,RETURN LPAREN Identifier LT IntLiteral MUL Identifier ADD IntLiteral RPAREN QUESTION Identifier COLON Identifier ADD IntLiteral SEMI 
682,1,RETURN LPAREN LONG DOT Identifier SUB IntLiteral RPAREN SUB LONG DOT Identifier LPAREN Identifier RPAREN SEMI 
683,0,RETURN LPAREN Identifier RPAREN Identifier DOT Identifier LPAREN RPAREN SEMI 
684,0,RETURN LPAREN Identifier LT Identifier DOT Identifier RPAREN QUESTION Identifier LBRACK Identifier RBRACK COLON Identifier DOT Identifier SEMI 
685,1,RETURN LPAREN Identifier GE IntLiteral RPAREN QUESTION Identifier COLON Identifier ADD IntLiteral SEMI 
686,1,RETURN LPAREN Identifier GE SUB IntLiteral RPAREN QUESTION Identifier COLON Identifier ADD Identifier SEMI 
687,0,RETURN LPAREN Identifier EQUAL DOUBLE DOT Identifier RPAREN 
688,0,RETURN LPAREN Identifier LPAREN Identifier RPAREN GE IntLiteral RPAREN QUESTION Identifier COLON Identifier SEMI 
689,1,RETURN LPAREN Identifier LPAREN Identifier RPAREN GE SUB IntLiteral RPAREN QUESTION Identifier COLON Identifier SEMI 
690,0,RETURN LPAREN Identifier RPAREN Identifier DOT Identifier LPAREN Identifier DOT Identifier LPAREN RPAREN RPAREN SEMI 
691,0,RETURN LPAREN Identifier BITAND Identifier RPAREN ADD LPAREN LPAREN Identifier CARET Identifier RPAREN RSHIFT IntLiteral RPAREN SEMI 
692,1,RETURN LPAREN Identifier BITAND Identifier RPAREN ADD LPAREN LPAREN Identifier CARET Identifier RPAREN RSHIFT IntLiteral RPAREN SEMI 
693,0,RETURN LPAREN Identifier GE IntLiteral RPAREN QUESTION Identifier COLON Identifier SEMI 
694,1,RETURN LPAREN Identifier GE IntLiteral RPAREN QUESTION Identifier COLON Identifier SEMI 
695,0,RETURN LPAREN Identifier DOT Identifier LPAREN Identifier RPAREN LE IntLiteral RPAREN QUESTION Identifier COLON Identifier ADD IntLiteral SEMI 
696,1,RETURN LPAREN Identifier DOT Identifier LPAREN Identifier RPAREN LE IntLiteral RPAREN QUESTION Identifier COLON Identifier ADD IntLiteral SEMI 
697,1,RETURN LPAREN Identifier DOT Identifier LPAREN Identifier RPAREN LE IntLiteral RPAREN QUESTION Identifier COLON Identifier ADD IntLiteral SEMI 
698,1,RETURN TILDE TILDE LPAREN Identifier SUB Identifier RPAREN USHIFT LPAREN Identifier DOT Identifier SUB IntLiteral RPAREN SEMI 
699,0,RETURN FloatLiteral SEMI 
700,1,RETURN FloatLiteral SEMI 
701,0,RETURN IntLiteral SEMI 
702,0,RETURN IntLiteral LSHIFT SUB Identifier DOT Identifier LPAREN Identifier SUB IntLiteral RPAREN SEMI 
703,1,RETURN IntLiteral LSHIFT SUB Identifier DOT Identifier LPAREN Identifier SUB IntLiteral RPAREN SEMI 
704,0,RETURN IntLiteral LSHIFT Identifier SEMI 
705,1,RETURN SUB FloatLiteral SEMI 
706,1,RETURN FloatLiteral SEMI 
707,1,RETURN IntLiteral SEMI 
708,1,RETURN IntLiteral SEMI 
709,1,RETURN IntLiteral SEMI 
710,1,RETURN IntLiteral Identifier LSHIFT LPAREN LPAREN LONG DOT Identifier SUB IntLiteral RPAREN SUB LONG DOT Identifier LPAREN Identifier RPAREN RPAREN SEMI 
711,1,RETURN IntLiteral Identifier LSHIFT Identifier SEMI 
712,1,RETURN IntLiteral Identifier LSHIFT Identifier SEMI 
713,1,RETURN IntLiteral Identifier LSHIFT SUB LONG DOT Identifier LPAREN Identifier SUB IntLiteral RPAREN SEMI 
714,1,RETURN IntLiteral SEMI 
715,1,RETURN IntLiteral SEMI 
716,1,RETURN IntLiteral SEMI 
717,1,RETURN IntLiteral SEMI 
718,0,RETURN Identifier LSHIFT Identifier LPAREN Identifier COMMA Identifier RPAREN SEMI 
719,1,RETURN Identifier DOT Identifier LPAREN Identifier DOT Identifier LPAREN RPAREN COMMA Identifier RPAREN ADD StringLiteral SEMI 
720,0,RETURN Identifier SEMI 
721,0,RETURN Identifier MUL Identifier SEMI 
722,0,RETURN Identifier DOT Identifier LPAREN Identifier DOT Identifier LBRACK Identifier RBRACK RPAREN SEMI 
723,0,RETURN Identifier DOT Identifier LPAREN Identifier DOT Identifier LPAREN Identifier DOT Identifier LPAREN RPAREN COMMA Identifier RPAREN RPAREN SEMI 
724,0,RETURN Identifier DOT Identifier DOT Identifier LPAREN Identifier LPAREN Identifier COMMA Identifier RPAREN RPAREN SEMI 
725,0,RETURN Identifier DOT Identifier DOT Identifier LPAREN Identifier COMMA Identifier RPAREN SEMI 
726,0,RETURN Identifier LPAREN Identifier LPAREN Identifier RPAREN RPAREN SEMI 
727,0,RETURN Identifier EQUAL Identifier DOT Identifier 
728,0,RETURN Identifier LBRACK Identifier RBRACK SEMI 
729,0,RETURN DOUBLE DOT Identifier MUL Identifier LPAREN Identifier RPAREN SEMI 
730,0,RETURN DOUBLE DOT Identifier SEMI 
731,0,RETURN Identifier DOT Identifier LPAREN Identifier DOT Identifier LPAREN Identifier DOT Identifier LPAREN Identifier RPAREN RPAREN COMMA Identifier RPAREN SEMI 
732,1,RETURN Identifier DOT Identifier LPAREN Identifier COMMA SUB FloatLiteral COMMA FloatLiteral RPAREN SEMI 
733,0,RETURN Identifier LPAREN Identifier DIV Identifier DOT Identifier LPAREN Identifier RPAREN RPAREN SEMI 
734,0,RETURN Identifier LPAREN Identifier RPAREN DIV LPAREN Identifier SUB IntLiteral RPAREN SEMI 
735,1,RETURN Identifier LPAREN Identifier RPAREN DIV LPAREN Identifier SUB IntLiteral RPAREN SEMI 
736,0,RETURN Identifier LPAREN Identifier RPAREN DIV Identifier LPAREN RPAREN SEMI 
737,0,RETURN Identifier LPAREN Identifier RPAREN DIV Identifier SEMI 
738,0,RETURN Identifier LBRACK Identifier RBRACK DIV LPAREN Identifier LBRACK Identifier RBRACK MUL Identifier LBRACK Identifier SUB Identifier RBRACK RPAREN SEMI 
739,0,RETURN FALSE SEMI 
740,1,RETURN Identifier DOT Identifier LPAREN Identifier RPAREN QUESTION Identifier COLON Identifier ADD IntLiteral SEMI 
741,1,RETURN Identifier SUB IntLiteral SEMI 
742,1,RETURN Identifier ADD IntLiteral SEMI 
743,0,RETURN Identifier QUESTION Identifier ADD Identifier COLON Identifier SEMI 
744,0,RETURN Identifier DOT Identifier ADD LPAREN Identifier BITAND IntLiteral RPAREN SEMI 
745,0,RETURN Identifier DOT Identifier SEMI 
746,1,RETURN Identifier DOT Identifier SUB Identifier DOT Identifier LPAREN Identifier SUB IntLiteral RPAREN SEMI 
747,1,RETURN Identifier LPAREN Identifier LBRACK Identifier RBRACK COMMA Identifier LBRACK Identifier ADD IntLiteral RBRACK COMMA Identifier COMMA Identifier RPAREN SEMI 
748,0,RETURN Identifier DOT Identifier LPAREN LPAREN INT RPAREN Identifier COMMA Identifier RPAREN SEMI 
749,0,RETURN Identifier DOT Identifier LPAREN LPAREN LONG RPAREN Identifier ADD Identifier RPAREN SEMI 
750,1,RETURN Identifier LPAREN Identifier RPAREN QUESTION Identifier COLON Identifier ADD IntLiteral SEMI 
751,0,RETURN Identifier LPAREN Identifier RPAREN DOT Identifier LPAREN Identifier RPAREN SEMI 
752,0,RETURN Identifier LPAREN Identifier COMMA IntLiteral COMMA Identifier DOT Identifier LPAREN RPAREN RPAREN SEMI 
753,1,RETURN Identifier LPAREN Identifier COMMA IntLiteral COMMA Identifier DOT Identifier LPAREN RPAREN RPAREN SEMI 
754,0,RETURN Identifier LPAREN Identifier COMMA Identifier COMMA Identifier RPAREN DOT Identifier LPAREN Identifier LPAREN Identifier COMMA Identifier COMMA Identifier RPAREN RPAREN SEMI 
755,1,RETURN Identifier ADD IntLiteral SEMI 
756,0,RETURN Identifier ADD Identifier LPAREN Identifier LBRACK Identifier RBRACK COMMA Identifier RPAREN SEMI 
757,1,RETURN LONG DOT Identifier ADD LPAREN LPAREN Identifier USHIFT LPAREN LONG DOT Identifier SUB IntLiteral RPAREN RPAREN CARET IntLiteral RPAREN SEMI 
758,0,RETURN LONG DOT Identifier ADD LPAREN LPAREN Identifier USHIFT LPAREN LONG DOT Identifier SUB IntLiteral RPAREN RPAREN CARET IntLiteral RPAREN SEMI 
759,0,RETURN LONG DOT Identifier ADD LPAREN Identifier BITAND IntLiteral RPAREN SEMI 
760,0,RETURN LONG DOT Identifier SEMI 
761,1,RETURN LONG DOT Identifier SUB LONG DOT Identifier LPAREN Identifier SUB IntLiteral RPAREN SEMI 
762,0,RETURN Identifier ADD LPAREN Identifier SUB Identifier RPAREN MUL Identifier DIV Identifier SEMI 
763,0,RETURN Identifier LPAREN Identifier DOT Identifier LPAREN RPAREN RPAREN SEMI 
764,0,RETURN Identifier LPAREN Identifier COMMA Identifier LPAREN RPAREN DOT Identifier LPAREN Identifier RPAREN DOT Identifier LPAREN Identifier RPAREN RPAREN SEMI 
765,0,RETURN Identifier LPAREN Identifier LPAREN RPAREN DOT Identifier LPAREN Identifier RPAREN DOT Identifier LPAREN Identifier RPAREN COMMA Identifier RPAREN SEMI 
